20911	515.051	0.792068		-4796.8	281.165		5192.59	256.628		924	0.114343		304.366	0.31385		565.289	0.57422		1091.59	1.41497		599.315	0.860003	
20913	641.574	4.58852		368.257	0.382364		676.745	0.684727		1055.12	0.0127356		475.267	0.829019		1303.28	1.32771		857.521	1.02029		510.966	1.05471	
20914	1386.35	4.30071		2745.57	2.21164		678.065	1.25562		539.082	27.7678		-8016.82	222.324		1301.48	2.43218		852.924	1.88626		1389.58	3.29115	
20915	-691896	2.6141e+08		5.83617e+07	2.31604e+09		-21499.9	11915.5		-19193	8674.06		1.03138e+09	8.7393e+08		2723.5	351.41		-22116	16446.1		-59629.8	51746	
20916	-28203.3	6468.97		1524.62	10.1083		-20602.2	6538.23		-24440.4	11055.6		234.926	2.60222		-25121.7	16562.1		1.55407e+08	9.6703e+09		7.53344e+09	1.96677e+10	
20917	-6892.38	50.816		366.389	0.377864		676.226	0.681892		1178.08	1.44759		473.344	0.848457		1301.18	1.3153		850.954	0.98288		1386.49	1.73458	
21087	1127.99	1.1895		944.389	1.61807		1345.85	1.69522		4000	1.41421		1005.9	1.2911		710.01	0.826338		791.419	0.701205		1112.16	2.63307	
21088	1181.4	1.24462		1093.07	1.41005		1373.97	1.55173		662.051	0.767304		1032.49	1.11835		810.646	0.793608		728.255	0.612418		1648.82	2.17769	
21089	1275.8	1.34789		1085.27	1.37767		1268.42	1.36752		797.312	0.931677		975.273	1.07808		943.836	0.953437		742.988	0.618325		1821.56	2.31818	
21090	1397.47	1.8806		-8420.23	66.6158		-10878.3	150.148		951.508	1.08625		873.57	0.951425		1093.53	1.17791		755.385	0.649316		1727.46	2.26984	
21091	363.714	11.1489		-6553.02	53.8465		676.773	1.04729		1113.22	1.15696		456.605	0.482158		1250.26	1.27132		850.573	0.803537		408.093	0.815581	
21092	474.845	0.515258		430.001	1.61406		690.755	0.824648		1302.51	1.29219		521.682	0.508745		1397.06	0.762502		818.852	0.872503		562.744	0.770412	
21093	-11483.1	57.8147		482.331	0.565267		639.6	0.693663		1419.45	1.57172		501.026	0.441642		1387.2	1.42775		-5961.53	76.2723		-14000.8	242.546	
21094	525.54	0.602403		423.942	0.542811		1000.37	0.30122		426.192	0.358828		403.996	0.845877		-9092.79	72.2511		358.956	0.249497		673.23	0.767793	
21097	999.971	1.95606		4082.03	4.26689		4259.45	28.4897		573.313	0.559767		3137.48	1.26292		572.714	0.516652		999.324	0.9356		565.459	0.735911	
21098	-2000	1.41421		298.724	0.420095		4114.27	6.48955		-15269.8	129.135		1781.95	0.0995914		603.243	0.549733		2562.27	867.408		552.356	0.728372	
21314	728.147	1.33101		475.248	0.68854		403.807	11.2132		609.812	0.970552		599.451	0.827147		546.373	0.810288		532.816	0.769025		693.406	1.27156	
21315	830.007	1.26154		534.451	3.44295		517.721	13.2998		719.744	1.01282		399.087	18.3309		645.947	1.14754		1341.34	1.82087		558.986	4.29034	
21316	825.852	1.3976		178.459	19.0294		1000.5	0.0201186		811.008	1.63542		21.9803	49.49		735.4	1.04359		1221.52	1.59915		587.948	0.908937	
21317	995.585	1.41421		399.457	10.0927		372.58	75.7015		929.693	1.66242		-32521.6	1824.67		1023.49	0.341067		1238.54	1.59822		550.101	0.86603	
21318	573.504	50.1405		1089.97	1.34798		1327.75	2.23687		1000.28	0.104012		-11.0108	45.8916		744.721	2.51753		1265.42	1.62981		-25357.2	852.26	
21319	1938.3	3.16492		952.084	1.7988		1161.25	2.00723		1798.36	2.88984		1372.1	2.36197		1539.89	1.84624		1356.59	2.02949		1510.35	2.68857	
21320	1949.04	4.03798		854.927	1.41412		939.641	1.69896		2059.5	2.69649		1146.44	1.89105		1710.32	2.29577		1396.06	2.29531		1424.36	2.49329	
21321	1000.49	0.0147444		731.722	1.24672		843.019	1.35513		2214.58	3.47806		1069.07	1.74604		1701.86	2.51356		1326.69	2.53062		1305.64	2.34452	
21322	936.064	6.55198		608.25	1.49853		702.884	1.41873		2529.29	4.01448		989.585	1.71033		1757.66	2.71526		927.837	2.50044		1251.82	1.84162	
21323	786.637	1.2009		563.578	4.31976		415.553	38.4913		832.753	1.22781		609.008	21.1241		723.958	1.17195		1246.57	1.52327		594.616	0.809147	
21324	810.668	1.27454		231.756	11.3592		-411.43	155.387		816.259	1.38929		-87.1479	64.1224		729.059	1.11672		1243.9	1.57497		2329.65	1.41421	
21325	794.466	1.24455		495.503	5.65399		393.441	52.7356		824.701	1.29606		-1740.3	324.292		724.325	1.22236		1254.16	1.62352		699.289	4.01322	
21326	814.638	1.15825		555.317	5.22389		370.21	0.405623		814.924	1.27598		667.525	17.6433		728.492	1.04737		1242.26	1.40191		597.345	0.768386	
21327	793.056	1.30138		542.513	5.21948		-25.0101	98.6155		824.534	1.35852		-2530.89	520.902		725.343	1.27704		1250.93	1.71745		520.652	6.20049	
21328	809.581	1.37242		237.784	11.9052		294.987	53.8303		809.951	1.4257		233.634	43.564		724.938	1.14819		1239.24	1.70885		625.775	5.48284	
21679	1480.67	1.94363		1036.9	2.16474		1554.37	2.42494		808.037	1.24139		1686.13	2.74622		821.001	1.25528		1348.25	1.60578		1042.21	2.71769	
21680	1550.68	2.12706		1199.94	2.10962		1566.78	2.14334		984.799	1.59831		1735.94	2.58735		941.104	1.3132		999.489	0.0211518		1497.48	2.43323	
21681	1678.08	2.18606		1185.69	1.82591		1445.13	1.80005		1201.42	1.75589		1649.67	2.16536		1102.14	1.45656		1262.7	1.38881		1635.18	2.40883	
21682	-32154.6	1388.02		1019.18	1.75644		-5846.93	2079.73		279.011	0.345892		1463.67	2.12497		1282.36	1.92873		1289.65	1.74658		1555.6	2.7373	
21683	-40475.5	2380.65		454.427	2.904		824.573	1.28456		1710.94	2.41648		731.105	1.02364		700.349	22.1296		577.53	0.75		380.755	0.897875	
21684	-42501.9	1963.93		-5681.75	161.109		817.226	1.20251		2012.99	2.15616		844.231	1.39118		1674.65	1.2157		1402.45	2.11998		1307.64	2.14139	
21685	711.122	5.39599		506.751	1.02059		754.316	1.00377		-20283.5	652.805		811.267	1.10259		444.923	24.2505		-10604.4	189.304		625.401	3.00673	
21914	1493.68	1.89591		1120.35	2.06398		1451.6	2.0398		821.214	1.26562		1577.48	2.49525		830.878	1.25117		1324.69	1.5367		1110.64	2.66496	
21915	1584.53	2.1602		1256.73	2.10788		1485.9	2.13879		1001.71	1.55082		1670.51	2.35128		957.485	1.31911		1200.71	1.50276		1560.16	2.59616	
21916	1731.87	2.49486		1234.36	2.01643		1386.49	1.86218		1193.57	1.85121		1600.69	2.26315		1106.51	1.47627		1250.63	1.46777		1685.18	2.81304	
21917	-31994	3590.21		683.69	1.953		-10318.3	94.3307		1437.12	2.24374		1424.58	2.12917		1259.82	1.91934		1283.52	1.85886		1001.27	0.0795165	
21918	-11449.6	38879.7		607.315	1.48681		639.162	1.71614		1693.32	2.49145		1229.7	1.81639		666.665	16.8319		566.428	0.742998		448.467	1.44307	
21919	-26672.6	942.691		557.524	1.32754		723.381	1.18762		2013.36	2.14729		999.497	0.34563		857.073	17.5766		528.699	0.692061		1316.87	2.07927	
21920	699.135	6.79851		545.509	1.20293		682.014	1.20417		-242.233	195.537		775.849	1.14151		464.593	0.469337		645.502	4.60233		723.563	2.2829	
22215	1484.82	2.14848		1002.56	2.35243		1532.71	2.59024		802.44	1.41473		1723.32	2.96809		818.671	1.32047		1356.94	1.72977		1027.31	2.81887	
22216	1554.59	2.31087		1171.3	2.0253		1549.43	2.30423		991.602	1.69691		1769.42	2.7635		946.553	1.37423		1234.85	1.59075		1489.25	2.73264	
22217	1672.59	2.50437		1170.01	1.92743		1424.64	2.02567		1215.23	2.0255		1682.1	2.50068		1113.37	1.59615		1267.56	1.55347		1640.6	2.81471	
22218	-37167.9	1406.17		1008.09	1.92386		1237.08	1.9144		1471.98	2.29331		1493.86	1.8029		1300.6	1.91726		1290.94	1.82677		1575.52	2.8327	
22219	1000.51	0.0198232		921.26	1.46904		779.784	1.56577		1734.55	2.32222		725.773	1.05776		-15143.3	289.79		577.596	0.917557		713.351	6.97631	
22220	183.566	26.5758		512.835	1.24102		786.261	1.26986		2046.55	2.30553		851.184	1.45292		954.46	24.3947		1401.45	2.24217		1323.14	2.29562	
22221	812.698	4.38863		508.875	1.25758		724.623	1.07349		-3331.18	1270.63		821.209	1.289		679.857	18.7257		-10431.9	191.128		649.119	3.25247	
22294	1460.92	1.99582		1072.66	2.29302		1471.56	2.37934		805.499	1.37657		1627.52	2.65034		829.449	1.24113		1088.48	1.29064		1117.45	2.92985	
22295	1550.66	2.01803		1226.94	1.97751		1493.65	1.9926		1008.33	1.56173		1713.14	2.47133		965.998	1.24352		989.782	1.04663		1631.94	2.44284	
22296	1684.8	2.35635		1198.03	1.88569		1385.3	1.86831		1211.53	1.94599		1625.89	2.29931		1123.6	1.54605		1028.48	1.06606		1759.98	2.8096	
22297	633.332	19.79		665.207	2.09594		-9764.72	122.6		1483.37	2.21451		1431.95	1.79504		1287.38	2.05717		1052.47	1.4744		1641.05	2.44717	
22298	1000.08	0.0172116		623.054	1.15749		652.664	2.13417		1732.15	2.03871		1242.3	1.51955		1477.26	0.923846		1215.53	1.22459		451.656	1.52379	
22299	191.038	30.88		527.046	1.71389		761.569	1.56597		2055.44	2.43388		841.863	1.39799		738.144	31.4625		1145.24	1.76442		1357.99	2.45089	
22300	71762.4	45.695		535.462	1.29094		703.42	1.25334		1064.8	54.4883		801.126	1.20894		792.125	11.4901		-3.64787e+09	1.41421		773.094	2.6238	
22437	1410.04	1.9769		1013.54	0.28857		1376.23	2.01317		775.785	1.14617		1533.67	2.54157		830.426	1.11497		1351.55	1.5403		1186.16	2.72781	
22438	1518.6	2.26662		1275.06	1.90101		1447.96	2.12281		966.098	1.62436		1642.89	2.31171		967.37	1.25313		1001	6.26329		1693.56	2.76745	
22439	1673.72	2.16976		1234.94	1.79044		1342.91	1.71879		1136.31	1.62274		1578.5	1.82416		1104.29	1.18449		1288.29	1.19681		1796.15	2.34736	
22440	-18208.4	147.787		674.517	1.49736		-10269.5	146.006		1392.09	1.88371		1388.21	1.75065		1000.18	0.0573933		1340.51	1.5994		1675.35	2.21002	
22441	677.391	23.8411		592.125	1.50645		551.42	3.86383		1615.49	2.09674		1210.88	1.82975		753.558	12.8623		583.958	0.950691		461.226	1.86565	
22442	842.684	10.7343		500.05	2.00039		749.603	1.46276		1914.57	2.24972		845.685	1.34695		864.081	18.8193		543.782	0.837626		1373.48	2.01428	
22443	640.822	1.03271		532.145	1.23209		702.73	1.22477		1042.77	26.9334		811.716	1.12481		830.33	8.53798		887.988	3.62017		634.18	5.9278	
22767	1460.9	1.91392		1113.03	2.2558		1481.71	2.21892		805.52	1.32466		1554.64	2.47396		819.401	1.25779		1366.96	1.66409		1132.59	2.99282	
22768	1553.3	1.71558		1271.04	1.63178		1509.51	1.77137		1015.27	1.27121		1624.99	1.9134		962.218	1.06471		1240.64	1.161		1661.93	2.08912	
22769	1686.1	2.51634		1233.43	2.04002		1394.14	1.93244		1218.42	1.94135		1541.62	2.30763		1122.35	1.55037		1290.26	1.60973		1775.36	2.85061	
22770	533.508	22.7962		673.997	2.00761		-10170	140.337		1492.49	2.22476		1356.2	2.16868		1285.07	2.04263		1327.26	2.06011		1644.19	2.35534	
22771	723.16	21.3227		617.132	1.5768		696.791	2.41885		1720.94	2.43351		737.5	2.35178		737.961	13.9975		586.18	0.962287		451.184	1.8342	
22772	988.131	7.51151		586.632	0.933554		768.322	1.30163		2037.44	2.48435		805.884	1.12312		1213.5	10.5283		547.773	0.817999		1374	1.94528	
22773	965.273	3.07158		556.758	1.17808		711.372	1.09829		2236.95	2.48577		778.437	1.03295		741.858	10.8609		706.798	4.40152		590.82	6.06898	
