22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
22767	0	405 nm	11.364991188049316	
22767	0	465 nm	1.4580318927764893	
22767	1	405 nm	8.6030921936035156	
22767	1	465 nm	1.4580318927764893	
22767	2	405 nm	6.1829571723937988	
22767	2	465 nm	1.4580318927764893	
22767	3	405 nm	4.9519801139831543	
22767	3	465 nm	1.4580318927764893	
22767	4	405 nm	15.227240562438965	
22767	4	465 nm	2.7775769233703613	
22767	5	405 nm	13.788681983947754	
22767	5	465 nm	3.036632776260376	
22767	6	405 nm	17.050722122192383	
22767	6	465 nm	3.6515092849731445	
22767	7	405 nm	17.050722122192383	
22767	7	465 nm	3.036632776260376	
