5	0.000409968	0.00011197
15	0.00145113	0.000208228
25	0.00952613	0.000532181
35	0.0442772	0.00113845
45	0.147401	0.00204097
55	0.372633	0.00315493
65	0.745826	0.00435157
75	1.17262	0.00539986
85	1.54254	0.00617412
95	1.8445	0.00674794
105	2.08374	0.00716983
115	2.27915	0.00749818
125	2.45493	0.00778426
135	2.60492	0.00801722
145	2.72786	0.0082013
155	2.83721	0.00836799
165	2.9416	0.00852002
175	3.01767	0.00863122
185	3.08711	0.00872864
195	3.1455	0.00881168
205	3.19685	0.00888467
215	3.23942	0.00894065
225	3.26251	0.00897641
235	3.2828	0.00900157
245	3.29543	0.00901986
255	3.29718	0.00902351
265	3.30075	0.00902707
275	3.28231	0.00900106
285	3.26748	0.00898205
295	3.24408	0.00895111
305	3.21951	0.00891683
315	3.18826	0.00887215
325	3.15064	0.0088213
335	3.10743	0.00875969
345	3.05994	0.00869479
355	3.004	0.00861486
365	2.95035	0.00853783
375	2.89152	0.00845226
385	2.83184	0.00836486
395	2.7627	0.00826046
405	2.69583	0.00816083
415	2.63134	0.00806363
425	2.54477	0.00792872
435	2.46807	0.00780709
445	2.39233	0.00768757
455	2.30611	0.00754979
465	2.21642	0.00739885
475	2.13728	0.00726593
485	2.04822	0.00711351
495	1.95914	0.00695793
505	1.86669	0.00679174
515	1.78116	0.00663544
525	1.68873	0.00646164
535	1.60044	0.00628738
545	1.50316	0.00609569
555	1.41587	0.005914
565	1.31656	0.00570746
575	1.23069	0.00551594
585	1.14691	0.00532547
595	1.05412	0.00510106
605	0.972465	0.00490402
615	0.888958	0.00468506
625	0.806618	0.00446577
635	0.724558	0.0042335
645	0.653452	0.00402036
655	0.584737	0.003804
665	0.51451	0.0035674
675	0.452125	0.00334079
685	0.391424	0.00311166
695	0.332424	0.00286872
705	0.282139	0.00264434
715	0.235692	0.00241037
725	0.192736	0.00218217
735	0.158313	0.00198254
745	0.126882	0.00177233
755	0.099154	0.00156501
765	0.0768995	0.00138784
775	0.0571497	0.00119346
785	0.0429258	0.00103457
795	0.03007	0.000872851
805	0.0235415	0.000768419
815	0.0169214	0.000647257
825	0.00975501	0.000507252
835	0.00862114	0.000469478
845	0.00369906	0.000336948
855	0.00289576	0.000275382
865	0	0
875	0.00114632	0.00121203
885	0.00247457	0.000253128
895	0	0
905	0	0
915	0.00239231	0
925	0	0
935	0	0
945	0	0
955	0	0
965	0.0014726	0.00020539
975	0.00194342	0
985	0	0
995	0	0
1005	0	0
1015	0	0
1025	0.00174907	0.00020972
1035	0.00117062	0
1045	0	0
1055	0.00274188	0.000260064
1065	0	0
1075	0	0
1085	0	0
1095	0	0
1105	0.00117823	0.00023985
1115	0.000815926	0
1125	0	0
1135	0	0
1145	0	0
1155	0.000687573	0
1165	0	0
1175	0	0
1185	0	0
1195	0.000612211	0.000199577
1205	0.000599868	0
1215	0.000455438	0.00039708
1225	0	0
1235	0	0
1245	0.00141674	0.000216415
1255	0	0
1265	0	0
1275	0	0
1285	0	0
1295	0.00123911	0
1305	0	0
1315	0.000350368	0.00014871
1325	0	0
1335	0	0
1345	0	0
1355	0.00165174	0.000235856
1365	0	0
1375	0.00178489	0.000213772
1385	0.00146611	0.000193552
1395	0.00112018	0.000176061
1405	0	0
1415	0	0
1425	0	0
1435	0.00149125	0.000190962
1445	0.00078026	0.000144417
1455	0.00104335	0.000267068
1465	0.000450835	5.49993e-05
1475	0	0
1485	0	0
