21086	21274	0	405	p0	96.7111707887	23.0402131772	19.3660423048
21274	21291	0	405	p0	164.263368049	228.049937361	514.691199539
21291	21679	0	405	p0	155.705568895	61.5218755017	72.1538930227
21679	21704	0	405	p0	125.911085872	61.1985499902	70.0137433728
21704	21914	0	405	p0	174.556434929	90.0008361262	165.209720023
21914	22215	0	405	p0	166.746003599	78.1775795609	258.790230457
22215	22294	0	405	p0	-288.752033923	85.9410543339	426.19012438
22294	22437	0	405	p0	313.707243418	104.831660272	257.848073692
22437	22767	0	405	p0	269.671628216	116.94947839	224.682872671
21086	21274	1	405	p0	60.3034170637	10.0410918879	9.90039729498
21274	21291	1	405	p0	53.8251509819	13.1410208318	79.1513774075
21291	21679	1	405	p0	64.0633712401	12.4983509334	15.4256029196
21679	21704	1	405	p0	50.2158344241	10.653805431	11.5120776355
21704	21914	1	405	p0	47.6571864975	14.4132800114	22.0421415056
21914	22215	1	405	p0	50.6428548928	13.2331573741	18.3462193046
22215	22294	1	405	p0	46.2041865728	17.0195022251	17.4549342701
22294	22437	1	405	p0	49.3631822642	15.108534943	15.0277034215
22437	22767	1	405	p0	43.6955468345	14.6170463484	11.1634028019
21086	21274	2	405	p0	33.62174413	4.29353172398	3.97035907564
21274	21291	2	405	p0	36.1953771086	6.89287797807	66.3603933747
21291	21679	2	405	p0	40.1180607767	6.77733694198	7.66050172098
21679	21704	2	405	p0	30.1497903326	5.39270603223	5.32940455482
21704	21914	2	405	p0	29.2911070736	7.31374601665	11.5270838334
21914	22215	2	405	p0	24.2711428988	6.56378802402	8.97471435244
22215	22294	2	405	p0	20.258125926	7.84176322294	8.61994358548
22294	22437	2	405	p0	19.8143052284	6.33956060751	4.53515782195
22437	22767	2	405	p0	22.1644770946	6.57774577068	6.37961228343
21086	21274	3	405	p0	10.0362824012	3.77229663633	2.7203769431
21274	21291	3	405	p0	39.8143660495	26.6759312854	67.35076601
21291	21679	3	405	p0	42.0284351669	14.0091509584	15.0394072015
21679	21704	3	405	p0	25.1401604631	11.4274079178	10.7542647432
21704	21914	3	405	p0	27.4793056103	17.4130123108	19.1861932273
21914	22215	3	405	p0	35.2273741863	15.970064268	17.8235286624
22215	22294	3	405	p0	26.3398265172	20.3081781453	21.1103949659
22294	22437	3	405	p0	20.5674579807	17.6425239017	16.5421836826
22437	22767	3	405	p0	23.9937022727	14.7850030448	9.75348119798
