21200 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21201 2738.18 2.75587116602  2081.045 2.59636307121  2292.145 3.81400800579  1999.69 2.99042867173  1602.64 1.9961618598  2393.405 3.23459360604  1657.365 1.77217960959  710.652 5.30006074226 
21202 2735.155 3.11175163442  2073.455 2.81408829528  2297.41 5.72604523664  1983.105 3.47392479418  1604.35 2.01629902475  2393.095 3.61889097222  1638.725 1.96283413065  703.1275 5.53538655417 
21203 2737.82 2.67801612462  2075.07 2.01049961289  2296.9525 3.2551128205  1980.03 2.4222303487  1603.3375 1.50555836529  2393.855 2.77724804954  1639.4375 1.33596890307  705.1745 3.73826703029 
21204 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21205 2738.23 2.83614684935  2070.275 3.10506456763  2285.31 5.02831171246  2004.055 3.15780735819  1597.59 2.14560685418  2381.37 3.33354393456  1637.94 1.91785877771  701.721 5.13185048478 
21206 2735.5125 2.3086364543  2072.2425 2.26998594489  2287.3025 3.76750824382  2025.9625 2.69260906541  1602.6575 1.5306709751  2377.6 2.42346714724  1639.0175 1.34511367655  704.35375 3.73727510813 
21207 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21208 2738.4875 2.20717634779  2068.655 2.32572406142  2288.3925 3.3093217682  2034.6 2.67686081699  1602.855 1.47153863082  2383.7525 2.55016994556  1635.8025 1.28087222379  698.121 3.64558770242 
21209 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21210 2735.815 2.96334096353  2064.85 2.80365962961  2284.305 5.54221886983  2048.24 3.15976339377  1591.345 2.06326559195  2380.19 3.40966256243  1630.805 1.94256734345  705.841 4.98712743744 
21211 2734.805 2.3273215216  2071.8775 2.09909393187  2284.4325 3.50168495142  2052.88 2.61895413111  1595.39 1.46476161348  2380.9 2.5299868112  1633.025 1.34116555075  706.77175 3.92919272336 
21212 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21213 2734.34 4.51990719593  2065.345 3.41047852065  2283.01 4.74200771824  2068.785 4.00641688463  1595.515 2.05894128936  2381.11 3.51411838219  1635.055 1.86363810707  699.1195 5.08692543925 
21214 2727.345 3.06050738207  2072.44 3.23635698517  2285.2 4.86535553076  2068.41 3.3794938494  1595.67 2.20854859997  2383.91 3.58754183143  1631.52 1.94371923365  704.615 5.52250492826 
21215 2730.56 2.15059260377  2070.286 1.92202753199  2288.992 2.82339548352  2077.986 2.16318725624  1598.15 1.327475549  2378.842 2.39567658232  1631.322 1.17736118896  696.1474 3.34619318532 
21216 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21217 2732.025 4.03377635215  2068.56 3.18220314248  2294.755 4.31161846698  2075.62 3.67076177476  1596.4 2.13753373281  2380.78 3.41779802601  1635.145 1.85706139859  701.6285 4.90047089309 
21218 2723.7 2.07886467051  2068.994 1.90200181703  2286.818 3.35782350132  2080.136 2.38479301815  1600.034 1.33579515133  2383.666 2.27603207807  1629.708 1.18081902163  700.4594 3.39704760431 
21219 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21220 2718.718 2.14920819271  2070.184 1.94301804734  2296.358 2.97897529663  2094.29 2.31855117005  1598.926 1.31427021241  2382.446 2.33240150209  1629.736 1.1976963757  698.8812 3.12246431383 
21221 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21222 2716.935 3.07679000535  2069.935 2.81793809684  2280.665 4.86185483001  2090.54 3.70332722379  1594.95 2.13806374595  2383.86 3.32707028515  1638.195 1.90830646722  692.205 4.64953969481 
21223 2719.868 2.1833021746  2067.956 1.94160720077  2283.842 2.89382415846  2084.886 2.47039270596  1599.844 1.36268317418  2378.098 2.15975602505  1637.602 1.17172221181  704.1096 3.25867661887 
21224 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21225 2725.4 2.94344753604  2065.46 2.99600070168  2284.985 4.27338830602  2089.17 3.66184356242  1596.725 2.22859627412  2389.295 3.2760195397  1639.545 1.9031243904  700.195 4.47532066103 
21226 2726.635 3.28629954526  2067.835 2.93472781868  2281.46 4.45081336919  2089.98 4.65111134295  1597.835 2.08595617778  2379.115 3.37628323347  1638.695 1.85367434347  698.177 5.22372242555 
21227 2723.506 2.00111512132  2075.792 1.92067541826  2292.558 3.31209913145  2096.448 2.35323073672  1598.646 1.33626073816  2379.718 2.36032341762  1640.298 1.1905561239  700.3138 3.11473318628 
21228 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21229 2731.5 3.18347099084  2072.29 2.93153172967  2285.32 4.35556127141  2088.255 4.22249587633  1598.225 2.06619827312  2379.36 3.36682769503  1642.345 1.8834907823  698.6695 5.19403234039 
21230 2725.964 2.02925494541  2068.016 1.89609042371  2287.93 3.18275037821  2081.122 2.27158893461  1595.498 1.31128897584  2375.24 2.37881057852  1639.338 1.19776953746  698.7066 3.14506053993 
21231 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21232 2724.858 2.0861500552  2072.552 1.86497840778  2280.15 3.19587342483  2061.202 2.2503929963  1593.716 1.30594817331  2380.696 2.38358865452  1631.516 1.19979686987  699.4992 3.17879053472 
21233 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21234 2719.17 3.23322997693  2067.32 3.33081355612  2289.615 4.95499819629  2039.985 3.33350073839  1592.15 2.13384483448  2384.15 3.42745892368  1627.73 1.8305086969  695.682 5.1640051416 
21235 2719.218 2.0294062813  2067.43 1.85238795186  2283.456 3.39735212266  2049.844 2.3248018735  1591.67 1.33803952741  2377.92 2.2956919831  1628.116 1.16791491903  700.1994 3.1169401787 
21236 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21237 2723.975 3.02874419049  2072.89 2.91288031639  2283.725 5.0230156183  2069.585 3.53992592431  1595.485 2.03517029421  2373.405 3.63494822523  1617.6 1.86638320227  705.308 5.35724051592 
21274 3157.45 3.60798187138  3375.98 6.97245922362  3128.04 7.3335074865  2617.455 4.99510599008  2839.55 6.07048595321  2999.72 4.80105572969  3038.98 4.23386792003  703.292 6.85087208381 
21275 3156.45 3.70207843699  3367.265 7.21995652692  3114.84 8.23841892416  2619.31 4.40623726926  2850.42 4.63764257234  2987.77 6.01227171323  3022.08 4.25955013657  700.921 7.6029089474 
21276 3142.685 3.82004741107  3371.61 6.43341194923  3119.67 7.30704120794  2607.84 5.00253145917  2845.495 4.18690926788  2995.48 4.35092403267  3012.61 5.00143077827  -231.5835 1954.99151142 
21277 3141.525 3.66726494058  3353.025 5.95124205112  3115.145 7.15042717732  2590.085 4.99792309438  2838.555 4.43440462907  3001.485 4.46605283397  3006.125 4.23808738622  693.4075 7.18164662935 
21278 3145.475 3.75436590468  3373.47 5.55844025594  3115.72 10.2855962128  2602.92 4.37776878239  2836.255 4.54536205298  2993.695 4.31014161709  3020.14 4.31316357947  690.3275 7.07325808733 
21279 3141.185 3.89012618337  3359.9 8.80578896238  3111.925 7.5986378628  2603.955 5.15262866748  2848.69 4.48929103864  2997.13 4.73789097653  3017.95 3.80464454361  720.5585 7.10325388343 
21280 3150.765 3.58259429482  3357.505 6.078397704  3103.715 7.38459461531  2535.14 5.22371663631  2839.075 4.85285694826  2991.055 6.09369028645  3014.075 4.15840167866  699.4685 6.70558624695 
21281 3140.675 3.34264496656  3359.455 8.66201727371  3107.48 6.4771588919  2405.605 4.38212305461  2833.665 4.40736083817  3005.365 5.65205499669  2999.975 3.98155422232  356.415 3.934195 
21282 3152.835 3.89429078174  3366.835 6.08768438271  3126.25 6.48920042023  2378.355 3.92060802487  2831.625 4.63574490703  3002.25 5.32922669202  3012.92 3.93097180789  698.762 6.43963609258 
21283 3152.44 3.94619894748  3369.81 5.93509104819  3102.445 9.24080496074  2339.175 4.01124698689  2837.905 4.9642232467  3009.165 5.16263972676  3021.1 4.33489437926  1145.45 112.897246238 
21284 3156.83 3.62641451115  3379.645 5.04501943255  3130.39 8.54704485378  2343.04 4.01466403905  2850.085 4.15802280552  3010.17 4.5349685524  3031.405 4.99561601131  704.511 8.06874250555 
21285 3152.365 3.7192185048  3376.5 7.03405591555  3115.91 10.9260742516  2365.79 4.48704623462  2846.78 4.65976982376  3003.225 4.48316197005  3038.855 3.96148759579  716.3615 6.60749682316 
21286 3151.23 3.79602467615  3382.76 7.01737933241  3128.075 7.30200139726  2513.0 5.15522821783  2852.245 5.08317613305  3024.035 4.73873940721  3029.535 4.41344745872  722.513 7.38412759404 
21287 3163.665 3.65695126635  3378.3 7.36287875026  3132.81 9.15698276863  2583.43 5.0827584566  2868.715 4.91626959831  3022.93 4.21986557604  3033.545 3.99035970895  714.286 7.8418972673 
21288 3175.95 4.00790763609  3382.27 5.84415058606  3125.095 8.53118116606  2624.535 4.73137354581  2864.565 5.01625638562  3019.21 4.74710000283  3050.0 4.2565375511  704.2315 6.72546390114 
21289 3177.23 3.83551510494  3392.095 6.29495639793  3138.76 7.05898119692  2612.05 5.13522101322  2866.255 4.70782462267  3022.285 4.60131094099  3028.4 4.66842230834  696.4565 7.00790459345 
21290 3180.515 3.42438344017  3374.825 6.60374982818  3148.7 9.3192266978  2622.095 5.13952021197  2863.595 4.40794010814  3031.015 5.34796320578  3039.865 4.74301958833  692.3275 6.05666033732 
21291 3169.455 3.58405018442  3391.78 5.69906603259  3148.17 8.57015433058  2654.56 4.80344833468  2867.97 4.29815576248  3026.9 4.29824153403  3043.11 4.09538640131  707.18 6.5107527192 
21292 3177.28 4.23340350441  3384.115 6.44317442328  3159.595 7.53419955088  2673.31 5.03825730184  2866.51 4.39331475888  3025.75 4.57218923211  3041.81 3.71940168947  715.5475 7.32184607969 
21293 3175.94 4.73036899662  3403.725 7.90987729555  3129.975 7.1180412231  2647.255 6.43577965865  2876.975 4.4314191898  3026.805 4.61231076467  3048.26 3.94489664947  691.1355 7.38771175633 
21294 3178.845 3.59065967647  3394.345 6.63296696235  3141.56 8.65258832752  2685.245 5.71724091355  2869.165 4.40696342069  3035.955 4.66459677625  3037.17 4.13907342805  707.866 6.45835998266 
21295 3185.69 4.07733742499  3396.56 6.95514165785  3140.47 8.18624851275  2718.08 4.82278831683  2869.13 4.28852507244  3031.275 6.56335749446  3051.13 4.43283777378  693.4445 6.58975565801 
21296 3196.355 3.79944381256  3408.61 6.18146169604  3143.93 8.04927366428  2765.085 5.22067394779  2879.23 5.50959611479  3030.35 5.76519533306  3053.04 4.25905382603  1142.9 47.9320503744 
21297 3202.18 3.6338550527  3418.71 7.93838681114  3146.455 5.82132549132  2781.265 5.76579627414  2881.095 4.91271976565  3035.995 4.55077544637  3060.995 4.84704449555  694.819 6.2245894117 
21298 3209.9 23.4017  3404.18 43.3439  3084.9 123.694  2764.48 35.6875  2877.87 37.462  3109.26 75.6614  3082.84 100.024  2289.94 104.39 
21299 3208.99 5.22997  3418.44 12.6445  3154.17 11.0979  2794.6 6.81903  2881.02 7.28103  3038.75 6.97418  3060.19 5.56013  693.668 9.67587 
21300 3208.74 6.13117  3408.23 10.6503  3151.63 14.943  2784.16 8.51914  2887.58 8.79838  3040.17 7.41995  3046.29 6.26688  720.539 9.54172 
21301 3212.04 4.93944  3430.06 8.01169  3146.87 13.2399  2797.45 6.75608  2893.78 5.70608  3031.56 6.9559  3074.91 5.55908  695.737 15.6535 
21302 3208.18 5.33589  3413.35 20.3293  3155.48 11.1165  2788.53 11.5649  2891.63 7.03546  3043.98 6.91511  3055.86 11.186  736.82 13.2586 
21303 3216.87 5.14871  3423.89 9.40554  3147.19 10.7969  2799.37 6.32068  2886.26 7.13463  3042.65 6.30672  3064.83 4.87436  720.211 10.0414 
21304 3229.54 5.65414  3421.56 8.41105  3155.58 9.13769  2806.95 8.58419  2892.23 11.0945  3046.89 6.86076  3071.98 6.68812  1495.92 69.5188 
21305 3214.85 5.59889  3430.3 12.6642  3149.01 14.3474  2815.37 7.30998  2903.71 6.79668  3043.2 7.03911  3072.62 6.4334  702.859 10.0563 
21306 3237.36 6.2479  3446.9 11.625  3162.07 21.1645  2825.27 8.74111  2881.83 7.29875  3050.43 9.82735  3078.75 6.75186  691.885 10.9894 
21307 3224.42 6.14549  3411.22 10.2674  3171.96 14.5678  2823.09 8.44941  2895.38 6.67083  3044.12 8.84922  3073.01 6.71989  -365.963 2491.8 
21308 3232.43 5.65461  3421.37 8.36476  3134.08 12.1493  2817.09 9.78012  2890.51 8.71056  3045.16 8.67393  3067.72 5.73503  695.69 10.2224 
21309 3216.66 5.76504  3421.05 9.61042  3146.46 12.9141  2784.43 7.56778  2888.34 6.51128  3044.2 7.09473  3078.99 6.50948  2273.83 2709.45 
21310 3230.62 5.60153  3425.3 11.5093  3174.59 10.236  2803.28 9.5665  2882.86 6.57633  3049.31 11.34  3078.51 5.91236  710.716 10.465 
21311 3217.61 5.3239  3423.23 8.39969  3152.91 14.1521  2811.46 7.61442  2890.59 6.86576  3071.1 10.7875  3071.52 5.65158  715.936 9.86323 
21312 3229.94 7.71119  3403.28 11.5241  3149.94 11.7931  2816.93 7.60128  2912.48 7.02938  3060.03 7.46894  3068.27 6.33214  694.131 12.0193 
21313 3237.31 4.7291  3411.48 11.3959  3159.69 16.8509  2825.2 15.6888  2896.96 6.56832  3057.3 7.35619  3066.39 5.91386  695.876 8.70963 
21314 3222.8 5.52563  3419.2 18.9426  3177.05 23.7536  2804.73 9.71151  2879.43 6.83536  3051.37 6.86627  3065.73 7.93329  686.055 8.49994 
21315 3215.51 5.19667  3426.83 7.84509  3159.64 11.05  2824.88 8.17336  2887.76 7.89064  3046.26 9.32178  3072.39 6.48021  725.434 10.592 
21316 3222.02 5.59196  3403.54 10.0989  3149.37 11.5241  2795.64 7.54397  2890.14 7.31171  3057.93 7.73055  3065.88 6.75336  690.015 9.04293 
21317 3215.64 9.54859  3414.24 9.11237  3161.69 12.164  2790.62 7.72878  2902.21 9.688  3041.38 10.5135  3043.09 6.24316  723.277 14.6289 
21318 3215.59 6.27177  3398.11 11.3939  3154.11 14.0405  2829.42 19.6325  2898.39 8.05  3051.64 7.56502  3064.03 5.79957  708.183 11.9482 
21319 3207.4 5.98012  3432.09 12.1086  3124.17 13.4172  2792.69 10.7398  2893.31 8.34178  3050.66 8.90323  3036.79 11.8435  720.821 12.6517 
21320 3211.18 8.04119  3421.34 9.90319  3154.09 12.8594  2803.15 15.758  2905.13 6.19146  3059.6 7.8472  3050.12 5.82092  702.25 8.2448 
21321 3221.24 5.26062  3413.6 10.3433  3131.2 16.6734  2793.33 10.1765  2901.03 11.2356  3035.1 8.92641  3047.56 5.82758  703.762 12.3888 
21322 3216.81 5.47247  3423.23 7.53854  3144.74 9.29938  2809.13 8.10153  2916.03 5.70088  3037.73 9.36476  3057.63 4.97246  693.639 8.4866 
21323 3217.25 7.46752  3416.73 7.65622  3159.26 9.56395  2807.55 6.4039  2893.84 6.53341  3049.23 7.50193  3054.42 5.26521  697.018 10.7267 
21324 3210.2 5.18748  3419.73 12.2127  3153.88 8.80284  2789.18 7.3241  2901.75 6.35396  3040.59 6.57767  3061.8 6.61136  693.705 9.34957 
21325 3215.9 5.5521  3416.82 8.75263  3159.47 10.7357  2819.2 9.17025  2901.41 7.40796  3036.56 7.17287  3051.03 6.45652  720.613 10.7523 
21326 3204.8 4.52859  3418.65 7.12981  3132.84 13.7394  2795.4 7.0612  2892.58 8.13593  3047.99 6.07948  3058.42 5.56871  713.479 9.28456 
21327 3213.22 5.17973  3414.8 8.17334  3151.13 11.0224  2800.47 8.56868  2891.73 7.01092  3061.42 6.70756  3059.58 6.77398  712.965 10.3664 
21328 3208.55 7.21864  3409.88 8.15292  3142.48 14.4822  2780.67 7.68579  2871.39 7.8191  3040.11 8.01486  3036.17 5.73718  710.005 8.42745 
21333 3182.235 4.14693084754  3386.89 8.00696969209  3189.515 9.03956445079  2797.44 9.52616360638  2880.515 4.72084858005  3012.54 5.90265512345  3049.645 5.20956948152  673.8885 7.14010486611 
21334 3182.49727273 1.8237667357  3384.25636364 3.526688095  3192.99181818 5.51054433127  2779.33181818 2.88772337072  2869.79727273 2.24498026825  3015.64181818 2.30629490903  3053.38 2.04819162168  911.395363636 45.140078701 
21335 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21336 3174.695 5.05376984192  3378.41 6.61804998613  3188.975 13.0472862275  2776.92 6.177587151  2865.095 5.55224917367  3014.05 5.39131351478  3062.52 5.44648606706  670.3945 11.3220347465 
21337 3180.521 1.8754916696  3385.22 3.12119826262  3194.117 3.84501444786  2771.684 3.14585826965  2863.812 2.49552898981  3010.019 2.61584531825  3049.068 2.36364662168  679.6002 3.20483021045 
21338 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21339 3175.503 1.84287170137  3384.656 3.74963238782  3194.846 3.76940520008  2774.291 2.839654671  2861.532 2.3615098922  3003.572 2.28267888163  3057.924 2.09523087599  627.0822 238.628565834 
21340 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21341 3176.455 3.56862063268  3384.535 6.03227657363  3188.42 9.65195377968  2769.845 5.81242939263  2860.78 4.84054148492  3000.16 5.75507811707  3052.695 5.59375605684  669.9765 7.15267142109 
21342 3173.75636364 1.7600518518  3383.54818182 2.96051214019  3196.04363636 4.74377364408  2764.08 2.70681809456  2866.57272727 2.17728276221  3009.69 2.41079312131  3046.31363636 2.09127671535  688.353272727 3.44623163041 
21343 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21344 3176.36 4.29000762125  3393.55 7.15699784065  3186.47 7.3712666027  2761.36 6.5265707295  2862.97 5.39215412568  3005.295 5.27649886271  3049.485 5.49246171927  695.698 6.40513577027 
21345 3182.93 3.83366138472  3383.98 7.71703194232  3199.94 7.92778556171  2754.15 6.27579832332  2863.09 5.70425753838  3012.015 5.96667899866  3048.72 5.08794307124  687.278 8.41426931023 
21346 3168.13 1.87803180311  3376.407 3.39250268893  3192.193 3.82468756209  2755.94 2.4025685563  2865.24 2.42773107054  3007.35 2.65398843644  3046.517 2.08211143517  684.8246 3.2965952097 
21347 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21348 3156.25 5.2330284079  3373.32 7.66261072942  3187.44 8.99431839886  2720.45 7.18321499604  2853.86 6.4273990042  3001.02 4.84010490995  3032.295 4.49609065844  691.431 9.11434741776 
21349 3162.42416667 1.67486519814  3378.855 3.1123943263  3180.79916667 4.07048197518  2720.81333333 2.55984869189  2859.39833333 2.19073958918  3012.35833333 2.60572823579  3041.32916667 1.92466396823  779.772166667 95.1712659106 
21351 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21352 3166.34727273 1.74412534599  3375.61818182 3.13437955555  3186.64 4.31460343039  2493.34909091 2.09877894886  2861.48 2.10104194202  3007.25545455 2.29541294967  3043.62 1.9991561285  686.034181818 3.17238478877 
21353 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21354 3143.475 3.8167203953  3358.47 6.10138795335  3161.69 8.36114749302  2197.23 5.57993579131  2835.715 5.77834653704  3001.46 5.58541374694  3016.83 4.87169730578  688.2225 6.19595011411 
21355 3105.06818182 1.62761520823  3337.53636364 3.19561098629  3141.84090909 4.10292160489  2331.37818182 2.05475894956  2850.56 2.34599137297  2978.78818182 2.23538798686  3003.74 2.0368676873  693.515 2.46402144529 
21356 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21357 3176.02 3.84819066122  3391.53 6.7815548061  3206.665 11.2364913781  2231.485 4.34752064095  2872.16 5.35603077856  3023.94 4.9820802916  3048.095 4.70332889509  707.4905 5.14380657224 
21363 3181.225 3.78283823853  3399.035 8.78322341185  3196.67 8.08029583447  2762.42 7.74855714158  2868.96 5.03748528874  3028.655 7.57802251267  3079.97 4.4396028847  690.7275 5.22829460197 
21364 3194.31818182 1.79816247538  3399.75727273 3.39967870779  3200.82454545 3.73155761538  2779.63181818 3.36700100702  2878.83545455 2.130284436  3028.75272727 2.65733630425  3089.62272727 2.45037029672  697.958090909 2.38449433434 
21365 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21366 3199.615 3.70134914006  3398.17 7.91114072432  3205.34 14.3600084499  2794.4 8.40035783896  2875.73 6.404026691  3032.82 4.9407751971  3080.745 4.43641998007  695.2175 6.62205447929 
21367 3195.61181818 1.79548282229  3407.78818182 3.22286579376  3206.82909091 3.43354225307  2793.78272727 2.66714914312  2880.10909091 2.20199489419  3037.33818182 2.32777842711  3090.20363636 2.03726227829  693.411727273 2.3317118903 
21368 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21369 3198.77909091 1.80269241881  3407.24 3.10951003178  3203.75 3.45035293774  2791.54818182 2.99871978073  2872.39727273 2.46835099785  3033.60909091 2.59791108251  3092.58909091 2.29705719235  692.027454545 2.47539194226 
21370 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21371 3197.645 3.85646258746  3406.88 6.16787000104  3208.675 8.19593493096  2783.335 7.31219981162  2874.08 5.31024877127  3028.11 5.97944398041  3092.97 6.09056924161  690.7035 5.39517728591 
21372 3194.627 1.9078340401  3416.059 3.08192574662  3208.823 3.63119132755  2791.309 2.8796538314  2877.91 2.26164864405  3040.123 2.35990846853  3096.689 2.10940775752  691.6327 2.30939774936 
21373 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21374 3206.85 4.31984193593  3402.585 7.28038771766  3214.835 9.7791303665  2793.065 7.79223417613  2886.48 5.05016655096  3045.28 5.26272119933  3107.735 4.74556355137  686.391 5.13060845179 
21375 3196.12 4.5363433574  3406.735 8.8686015428  3200.765 10.68737092  2793.895 8.33325391579  2881.035 5.18615550713  3035.295 6.83072733313  3098.42 4.90263920843  690.6235 5.7364670617 
21376 3190.86272727 1.82846886631  3399.22181818 3.57052151337  3196.84909091 4.99960333469  2788.78 2.69985152823  2869.31545455 2.43971899197  3025.79363636 2.43354654094  3097.17181818 2.12758150622  694.983909091 2.49212619207 
21377 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21378 3183.89 3.7987237151  3393.38 7.3624610414  3215.12 11.4378667553  2761.5 6.86491146305  2863.92 5.18671911126  3009.13 4.96130055777  3080.2 5.20560702847  694.867 5.57239902586 
21379 3175.54 1.66165781727  3391.789 3.02480326351  3195.036 4.38624954267  2764.428 2.7351187421  2866.996 2.32217256171  3014.554 2.32704789049  3079.283 2.28249064838  688.9976 2.68742828393 
21380 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21381 3160.377 1.8239295436  3378.666 3.03966367347  3177.991 4.22409367977  2673.362 3.61413006053  2851.925 2.49462174248  3005.997 2.23195644418  3067.12 2.32107823798  689.5202 3.10016978583 
21382 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21383 3154.86 4.23456372682  3383.81 6.98002672631  3191.47 7.36152770728  2540.615 5.40963415696  2854.205 4.7857852105  2999.995 4.58535363829  3058.73 4.64674450518  685.8015 8.51224355164 
21384 3160.16909091 1.69517439517  3374.04181818 3.58571404539  3179.65545455 4.40371273031  2566.90272727 2.58855472842  2852.14181818 2.53776942545  2998.93818182 2.44635732751  3063.15090909 2.08812341757  689.392272727 2.43513640224 
21385 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21386 3143.33 4.10162726742  3365.63 6.71885757245  3187.37 7.27227744331  2642.825 5.05141027002  2852.165 5.77656049383  3000.485 5.37598234295  3059.42 5.18468835268  689.4075 5.63603651933 
21391 3139.22 4.11141341176  3360.535 6.10318872955  3176.58 7.93547885023  2618.02 5.62138126546  2858.01 4.56250518111  2989.31 4.8188834964  3058.86 4.5983967883  682.87 5.93692391429 
21392 3138.881 1.92395988981  3359.084 3.2686088172  3179.747 4.72860725993  2619.03 2.33727884919  2853.865 2.23468044423  2995.455 2.44050933581  3064.836 2.23683561198  685.5257 2.67038680071 
21393 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21394 3139.515 3.92353273207  3351.86 6.80039590751  3186.28 7.03396273801  2628.665 6.73680042843  2851.525 4.75979167027  2995.02 8.54073673652  3037.14 4.6062867053  692.63 5.76391843121 
21395 3137.12545455 2.16642458314  3362.90727273 3.59957473374  3178.47181818 4.82804001713  2635.27272727 2.57067901251  2854.98818182 2.30787016662  2995.23818182 2.74204630977  3033.07636364 2.13177844469  687.369090909 2.41826004583 
21396 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21397 3138.29090909 1.80449260345  3366.26818182 3.17348370554  3183.44363636 3.56158007243  2636.57545455 2.512626119  2858.67636364 2.17659290925  2994.54181818 2.324471185  3013.71636364 2.09838791261  685.703909091 2.59570589663 
21398 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21399 3140.8 3.83173288344  3368.08 7.76692300534  3192.61 12.4074039542  2654.79 5.63665352756  2842.335 6.73922605928  2991.02 5.88208172776  3034.195 5.03178851098  683.0745 5.35141598936 
21400 3130.847 1.75551597041  3360.664 3.04822609502  3186.944 5.14645472275  2660.461 2.38554473996  2849.13 2.41168028004  2993.417 2.24509260681  3013.828 2.03035303166  683.6351 2.53032078403 
21401 0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0  0.0 0.0 
21402 3134.22 3.14822858896  3357.89 5.22095774661  3191.19 5.96733574947  2659.6 4.16557780596  2854.5775 4.03908160323  2993.6 4.23466491803  3061.76 3.81632580945  686.82575 4.33220621179 
21403 3130.25 4.06889668135  3360.415 8.30177215674  3187.4 9.3544848983  2658.62 5.76517412176  2861.14 5.45163942223  2998.475 5.11901269411  3063.65 5.45420049203  699.6005 5.78326186297 
