22767	0	p0	-nan	1	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p1	-nan	0.10000000000000001	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p2	-9.9999999999999995e-07	0	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	nlambda	-nan	0.10000000000000001	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	1	p0	-nan	1	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	p1	1	0	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	p2	-nan	1.0000000000000001e-05	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	nlambda	-nan	0.10000000000000001	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	2	p0	0	0	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	p1	-nan	0.10000000000000001	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	p2	-nan	1.0000000000000001e-05	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	nlambda	5	0	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	3	p0	-nan	1	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	p1	-nan	0.10000000000000001	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	p2	0	0	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	nlambda	-nan	0.10000000000000001	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	4	p0	-nan	1	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	p1	1	0	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	p2	-nan	1.0000000000000001e-05	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	nlambda	-nan	0.10000000000000001	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	5	p0	0	0	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	p1	-nan	0.10000000000000001	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	p2	-nan	1.0000000000000001e-05	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	nlambda	5	0	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	6	p0	-nan	1	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	p1	-nan	0.10000000000000001	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	p2	-nan	1.0000000000000001e-05	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	nlambda	-nan	0.10000000000000001	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	7	p0	-nan	1	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	p1	-nan	0.10000000000000001	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	p2	-nan	1.0000000000000001e-05	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	nlambda	-nan	0.10000000000000001	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	8	PDq1	4	0	-1.3748931884765625	718.09130859375	1.1762351332424682e-37	-0.42796581983566284	
22767	8	PDq2	-nan	0.001	-1.3748931884765625	718.09130859375	1.1762351332424682e-37	-0.42796581983566284	
22767	8	PDq3	-nan	9.9999999999999995e-08	-1.3748931884765625	718.09130859375	1.1762351332424682e-37	-0.42796581983566284	
22767	10	Chisq/nvars	-nan	26	302	0
22767	0	p0	-30.58632372276827	1.4265693818154801	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p1	0.78192520771091456	0.0031577451499022464	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p2	-9.9999999999999995e-07	0	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	nlambda	5.3720531171535422	0.022244766528383357	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	1	p0	35.131340950477821	1.1091603711282578	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	p1	1	0	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	p2	0.0013243097945606001	1.5988263223132517e-05	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	1	nlambda	7.0890124882214369	0.048494808859928067	-0.42796581983566284	121.70043182373047	-1.3748931884765625	718.09130859375	
22767	2	p0	0	0	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	p1	1.8539382254645402	0.0079249242047018092	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	p2	-1.5741403949013921e-05	7.1439887091624577e-06	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	2	nlambda	5	0	-0.98103845119476318	169.33644104003906	-1.3748931884765625	718.09130859375	
22767	3	p0	-7.1944171029435653	1.4736306252530802	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	p1	1.7273781771353871	0.0077274307613185451	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	p2	-9.9999999999999995e-07	0	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	3	nlambda	5.2120496940435688	0.019336903006996	-0.98103845119476318	211.43057250976562	-1.3748931884765625	718.09130859375	
22767	4	p0	-136.2564885785859	1.0311667900687569	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	p1	1	0	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	p2	-0.00018180275913868722	1.0957516634823131e-06	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	4	nlambda	4.5652785169286636	0.016346743302659696	-0.42796581983566284	68.758354187011719	-1.3748931884765625	376.947265625	
22767	5	p0	0	0	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	p1	0.42590106638402114	0.0028836458297421702	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	p2	0.00012558789414428704	2.5260619627282121e-06	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	5	nlambda	5	0	-0.42796581983566284	75.931838989257812	-1.3748931884765625	344.789794921875	
22767	6	p0	-3.5390167932267853	1.5815396582773122	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	p1	0.46982138616408586	0.0053492660459557176	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	p2	3.462544018297342e-05	3.43853388342111e-06	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	6	nlambda	4.0368529142976044	0.018455009687891703	-0.98103845119476318	61.405021667480469	-1.3748931884765625	286.73074340820312	
22767	7	p0	-11.795308126470951	1.9764265390106128	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	p1	0.49418054822327306	0.0061682374914591416	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	p2	2.6769411278578235e-05	3.6077796312157422e-06	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	7	nlambda	4.6184468932897458	0.025910200587759377	-0.98103845119476318	61.405021667480469	-1.3748931884765625	344.789794921875	
22767	8	PDq1	4	0	-1.3748931884765625	718.09130859375	1.8020832775869723e-37	-0.42796581983566284	
22767	8	PDq2	-0.0015235815069303113	5.9974354968777861e-05	-1.3748931884765625	718.09130859375	1.8020832775869723e-37	-0.42796581983566284	
22767	8	PDq3	-1.8668124685690316e-06	8.9096262912502073e-08	-1.3748931884765625	718.09130859375	1.8020832775869723e-37	-0.42796581983566284	
22767	10	Chisq/nvars	14979.149614828973	26	302	3
22767	0	p0	-nan	1	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p1	-nan	0.10000000000000001	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	p2	-9.9999999999999995e-07	0	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
22767	0	nlambda	-nan	0.10000000000000001	-0.42796581983566284	92.125015258789062	-1.3748931884765625	718.09130859375	
