5	0	10	0
15	0	10	0
25	0	10	0
35	7.7938e-08	10	1.77868e-08
45	9.15748e-07	10	8.13152e-08
55	4.26474e-05	10	4.18237e-07
65	0.00062111	10	1.43495e-06
75	0.00192409	10	2.52894e-06
85	0.00304144	10	3.17518e-06
95	0.00373438	10	3.51768e-06
105	0.00415554	10	3.71094e-06
115	0.00442439	10	3.82947e-06
125	0.00463394	10	3.91932e-06
135	0.00479595	10	3.98629e-06
145	0.00493134	10	4.04288e-06
155	0.00503554	10	4.08514e-06
165	0.00512078	10	4.12013e-06
175	0.00517864	10	4.14319e-06
185	0.00522097	10	4.15946e-06
195	0.00523839	10	4.16736e-06
205	0.00523588	10	4.16597e-06
215	0.0052287	10	4.16283e-06
225	0.00520319	10	4.15301e-06
235	0.00515878	10	4.13509e-06
245	0.00511903	10	4.11941e-06
255	0.00506459	10	4.09726e-06
265	0.00499613	10	4.06909e-06
275	0.00491087	10	4.03463e-06
285	0.00482846	10	4.00038e-06
295	0.0047347	10	3.96149e-06
305	0.00462674	10	3.9164e-06
315	0.00452448	10	3.87279e-06
325	0.0044162	10	3.82547e-06
335	0.00430306	10	3.7769e-06
345	0.00418461	10	3.72434e-06
355	0.00406375	10	3.66993e-06
365	0.00393521	10	3.61157e-06
375	0.00381235	10	3.55435e-06
385	0.00367972	10	3.49271e-06
395	0.00354897	10	3.42952e-06
405	0.00341739	10	3.36589e-06
415	0.00328374	10	3.29873e-06
425	0.00315004	10	3.23085e-06
435	0.0030193	10	3.16288e-06
445	0.00288304	10	3.09158e-06
455	0.00274451	10	3.01644e-06
465	0.00261454	10	2.94453e-06
475	0.00248504	10	2.86992e-06
485	0.00235313	10	2.79257e-06
495	0.00222694	10	2.71679e-06
505	0.0020992	10	2.63736e-06
515	0.00197124	10	2.5559e-06
525	0.00184693	10	2.47408e-06
535	0.00172853	10	2.39344e-06
545	0.00161576	10	2.31423e-06
555	0.00149987	10	2.22959e-06
565	0.00138057	10	2.13921e-06
575	0.00127306	10	2.05471e-06
585	0.00117193	10	1.97048e-06
595	0.00106739	10	1.88144e-06
605	0.00097154	10	1.79483e-06
615	0.000876653	10	1.7043e-06
625	0.00078704	10	1.61502e-06
635	0.000706246	10	1.53032e-06
645	0.000626104	10	1.44051e-06
655	0.000552605	10	1.35301e-06
665	0.000482326	10	1.26442e-06
675	0.000414454	10	1.17176e-06
685	0.000355556	10	1.08563e-06
695	0.00030069	10	9.98833e-07
705	0.000250941	10	9.12247e-07
715	0.000206691	10	8.27601e-07
725	0.000168107	10	7.46334e-07
735	0.000134245	10	6.67081e-07
745	0.000104705	10	5.88885e-07
755	8.11545e-05	10	5.1851e-07
765	6.05412e-05	10	4.47991e-07
775	4.4481e-05	10	3.8439e-07
785	3.22628e-05	10	3.27168e-07
795	2.21107e-05	10	2.70863e-07
