5	0	10	0
15	0	10	0
25	0	10	0
35	6.62085e-06	10	1.98157e-07
45	1.00676e-05	10	1.8387e-07
55	0.000288229	10	1.00657e-06
65	0.00165736	10	2.37529e-06
75	0.00282826	10	3.06345e-06
85	0.00345271	10	3.38347e-06
95	0.00387271	10	3.58373e-06
105	0.00419335	10	3.72882e-06
115	0.00446578	10	3.84806e-06
125	0.0046678	10	3.93458e-06
135	0.00484079	10	4.00636e-06
145	0.00499786	10	4.07047e-06
155	0.00510914	10	4.11614e-06
165	0.00520675	10	4.15574e-06
175	0.00526069	10	4.17717e-06
185	0.0053055	10	4.19423e-06
195	0.00533122	10	4.20547e-06
205	0.00535094	10	4.21214e-06
215	0.00534792	10	4.21173e-06
225	0.00532214	10	4.20148e-06
235	0.00529111	10	4.18929e-06
245	0.00523465	10	4.16603e-06
255	0.00518129	10	4.14549e-06
265	0.00510196	10	4.1131e-06
275	0.0050226	10	4.08061e-06
285	0.00494049	10	4.04808e-06
295	0.00484086	10	4.00713e-06
305	0.0047306	10	3.96097e-06
315	0.00463272	10	3.91912e-06
325	0.0045137	10	3.86918e-06
335	0.00439769	10	3.81914e-06
345	0.00428527	10	3.76927e-06
355	0.00415059	10	3.71011e-06
365	0.00402244	10	3.65231e-06
375	0.00388995	10	3.59184e-06
385	0.00376526	10	3.53335e-06
395	0.00362978	10	3.46991e-06
405	0.00349551	10	3.40507e-06
415	0.00336463	10	3.34056e-06
425	0.00323898	10	3.27705e-06
435	0.00310242	10	3.2072e-06
445	0.00296501	10	3.13566e-06
455	0.00283252	10	3.06414e-06
465	0.00269789	10	2.99137e-06
475	0.00256881	10	2.91905e-06
485	0.00243296	10	2.84064e-06
495	0.00230509	10	2.76503e-06
505	0.00217585	10	2.68574e-06
515	0.00204784	10	2.60597e-06
525	0.00192579	10	2.52738e-06
535	0.00180222	10	2.44537e-06
545	0.00168657	10	2.36538e-06
555	0.00156191	10	2.2764e-06
565	0.00144921	10	2.19293e-06
575	0.00133841	10	2.10658e-06
585	0.00123287	10	2.02271e-06
595	0.00112663	10	1.93295e-06
605	0.00102572	10	1.84415e-06
615	0.000930593	10	1.75667e-06
625	0.000838191	10	1.66729e-06
635	0.000753267	10	1.58026e-06
645	0.000670896	10	1.49127e-06
655	0.000594001	10	1.40306e-06
665	0.000521242	10	1.31529e-06
675	0.000453393	10	1.22604e-06
685	0.000391742	10	1.14021e-06
695	0.000335087	10	1.05403e-06
705	0.000278965	10	9.62023e-07
715	0.000233325	10	8.79777e-07
725	0.000192192	10	7.9869e-07
735	0.00015433	10	7.15371e-07
745	0.000124011	10	6.41389e-07
755	9.65787e-05	10	5.66156e-07
765	7.43286e-05	10	4.96811e-07
775	5.47141e-05	10	4.26494e-07
785	4.06922e-05	10	3.67019e-07
795	2.89786e-05	10	3.09665e-07
