5	0	10	0
15	0	10	0
25	0	10	0
35	2.46086e-06	10	3.88983e-07
45	9.22483e-06	10	5.85066e-07
55	0.000223361	10	2.93232e-06
65	0.00127679	10	6.87513e-06
75	0.0022015	10	8.89181e-06
85	0.00272877	10	9.90345e-06
95	0.00310154	10	1.05561e-05
105	0.00337405	10	1.10104e-05
115	0.00361591	10	1.14e-05
125	0.0038464	10	1.17594e-05
135	0.00404268	10	1.20544e-05
145	0.00418889	10	1.2273e-05
155	0.00435331	10	1.25086e-05
165	0.00447604	10	1.26835e-05
175	0.00460448	10	1.28651e-05
185	0.0046916	10	1.29872e-05
195	0.00480746	10	1.31514e-05
205	0.00486183	10	1.322e-05
215	0.0048995	10	1.32704e-05
225	0.00493687	10	1.33225e-05
235	0.00497872	10	1.33734e-05
245	0.00501599	10	1.34269e-05
255	0.00499035	10	1.33912e-05
265	0.00498446	10	1.33839e-05
275	0.00496862	10	1.33663e-05
285	0.00496262	10	1.33602e-05
295	0.00489714	10	1.32651e-05
305	0.00486641	10	1.32225e-05
315	0.00481734	10	1.31553e-05
325	0.00474246	10	1.30561e-05
335	0.00469603	10	1.29944e-05
345	0.00461653	10	1.28868e-05
355	0.00454406	10	1.27722e-05
365	0.00442086	10	1.26063e-05
375	0.00434283	10	1.24895e-05
385	0.00420714	10	1.23052e-05
395	0.00412991	10	1.21844e-05
405	0.00402793	10	1.20327e-05
415	0.00390249	10	1.18441e-05
425	0.00379707	10	1.16863e-05
435	0.00366505	10	1.14753e-05
445	0.0035427	10	1.12853e-05
455	0.00339718	10	1.10473e-05
465	0.0032694	10	1.08464e-05
475	0.00315901	10	1.06608e-05
485	0.00302605	10	1.0428e-05
495	0.00290262	10	1.02091e-05
505	0.00275533	10	9.9478e-06
515	0.0026318	10	9.72769e-06
525	0.00249201	10	9.46069e-06
535	0.00233328	10	9.15834e-06
545	0.00220897	10	8.91313e-06
555	0.00207824	10	8.64134e-06
565	0.00194256	10	8.35901e-06
575	0.00181315	10	8.07595e-06
585	0.00168203	10	7.77822e-06
595	0.00154392	10	7.45125e-06
605	0.00141793	10	7.14598e-06
615	0.00129203	10	6.82407e-06
625	0.00118095	10	6.5074e-06
635	0.00106978	10	6.20076e-06
645	0.000963361	10	5.88374e-06
655	0.000852248	10	5.53566e-06
665	0.000753292	10	5.20507e-06
675	0.000659374	10	4.86566e-06
685	0.000576348	10	4.55034e-06
695	0.000488933	10	4.19287e-06
705	0.000422862	10	3.89906e-06
715	0.000347507	10	3.52714e-06
725	0.000286156	10	3.21323e-06
735	0.000231812	10	2.89014e-06
745	0.00018729	10	2.59316e-06
755	0.000149478	10	2.3171e-06
765	0.000115069	10	2.03192e-06
775	8.62964e-05	10	1.75873e-06
785	6.12704e-05	10	1.49038e-06
795	4.38789e-05	10	1.25156e-06
