5	0	10	0
15	0	10	0
25	0	10	0
35	3.58645e-08	10	1.10695e-08
45	7.33173e-07	10	7.3008e-08
55	3.36459e-05	10	3.6852e-07
65	0.000484729	10	1.25821e-06
75	0.00151017	10	2.22152e-06
85	0.00240902	10	2.80303e-06
95	0.00298175	10	3.11842e-06
105	0.00334597	10	3.30338e-06
115	0.00362009	10	3.4364e-06
125	0.00383217	10	3.53508e-06
135	0.00400751	10	3.61551e-06
145	0.00417282	10	3.68911e-06
155	0.00432021	10	3.75364e-06
165	0.00445366	10	3.81131e-06
175	0.00455883	10	3.85611e-06
185	0.00465096	10	3.89452e-06
195	0.00472853	10	3.92689e-06
205	0.00479765	10	3.95549e-06
215	0.00484931	10	3.97688e-06
225	0.00488226	10	3.99099e-06
235	0.00490915	10	4.00169e-06
245	0.00493102	10	4.01024e-06
255	0.0049251	10	4.00748e-06
265	0.00492206	10	4.00683e-06
275	0.00489816	10	3.99685e-06
285	0.00487169	10	3.98606e-06
295	0.0048398	10	3.97352e-06
305	0.00479371	10	3.95409e-06
315	0.00474632	10	3.93458e-06
325	0.00468322	10	3.90816e-06
335	0.00461012	10	3.87726e-06
345	0.00453006	10	3.84408e-06
355	0.00444804	10	3.80875e-06
365	0.0043651	10	3.77308e-06
375	0.00426359	10	3.72922e-06
385	0.00417247	10	3.68879e-06
395	0.00406502	10	3.64168e-06
405	0.00394729	10	3.58867e-06
415	0.00383678	10	3.53753e-06
425	0.00371519	10	3.48083e-06
435	0.00359673	10	3.4252e-06
445	0.00347148	10	3.36517e-06
455	0.00334297	10	3.30255e-06
465	0.00321092	10	3.23571e-06
475	0.00308414	10	3.17094e-06
485	0.00295256	10	3.10317e-06
495	0.00281191	10	3.0278e-06
505	0.00267545	10	2.95395e-06
515	0.00253944	10	2.8774e-06
525	0.00240466	10	2.8003e-06
535	0.00226076	10	2.71528e-06
545	0.00213147	10	2.63675e-06
555	0.00199656	10	2.55182e-06
565	0.00185969	10	2.46303e-06
575	0.0017308	10	2.37637e-06
585	0.00160026	10	2.28414e-06
595	0.00147781	10	2.19502e-06
605	0.0013529	10	2.10042e-06
615	0.0012277	10	2.00178e-06
625	0.00111646	10	1.90752e-06
635	0.00100187	10	1.80698e-06
645	0.000895858	10	1.70952e-06
655	0.000796763	10	1.61166e-06
665	0.000695185	10	1.50584e-06
675	0.000608849	10	1.40876e-06
685	0.00052325	10	1.30637e-06
695	0.000444551	10	1.20362e-06
705	0.000374302	10	1.10453e-06
715	0.000309848	10	1.00543e-06
725	0.00025343	10	9.08403e-07
735	0.000202065	10	8.11865e-07
745	0.000160195	10	7.22969e-07
755	0.000123721	10	6.35233e-07
765	9.23395e-05	10	5.48785e-07
775	6.84963e-05	10	4.72109e-07
785	5.0005e-05	10	4.04149e-07
795	3.50805e-05	10	3.38207e-07
