20122	482.886	483.881	846.216	436.57	675.623	551.542	631.511	1037.65
20125	489.978	490.412	854.632	443.338	660.635	537.323	636.741	1028.71
20127	494.626	496.414	854.962	461.552	661.343	542.248	657.037	992.785
20130	475.959	488.487	834.353	421.073	676.888	548.45	652.908	1031.83
20134	470.782	488.814	811.304	458.641	678.85	526.503	646.901	1014.7
20137	502.465	476.236	805.614	469.093	667.356	542.683	630.718	1027.26
20139	475.545	509.692	841.357	433.56	684.248	517.849	623.929	1004.51
20142	483.779	483.148	847.967	430.869	690.971	540.818	629.296	1011.27
20147	525.592	488.783	850.397	446.565	677.675	527.5	617.795	1010.85
20150	468.773	480.309	865.93	453.155	656.037	558.778	652.628	1009.95
20152	510.57	459.991	815.073	410.474	651.845	552.777	647.023	1041.07
20155	520.778	483.59	832.413	403.001	667.268	535.341	641.897	1061.28
20159	497.728	492.904	848.159	420.392	716.898	547.706	634.18	1017.7
20162	495.463	491.166	853.87	448.916	650.616	555.314	650.338	1019.95
20164	505.474	479.653	888.785	440.518	680.129	538.718	643.168	1054.91
20167	506.277	504.306	851.42	449.862	680.742	551.818	653.112	1017.5
20217	428.717	388.141	791.317	423.119	608.063	502.548	705.622	991.287
20220	456.28	472.88	662.787	418.22	673.524	505.302	614.78	944.63
20222	455.754	484.533	653.101	424.489	661.279	521.147	579.949	916.951
20225	497.104	372.562	765.761	434.728	584.498	459.166	573.807	692.027
20229	475.292	376.086	673.24	394.496	645.918	523.499	518.883	794.277
20232	421.987	438.478	613.05	449.971	650.138	486.116	693.323	963.393
20234	396.333	415.658	767.891	435.931	644.922	585.944	619.859	778.839
20237	465.937	440.522	711.935	434.774	652.763	535.705	681.858	767.73
20241	459.094	477.142	768.752	476.838	658.056	527.766	621.508	933.6
20244	491.388	488.562	808.369	463.673	664.461	524.242	603.804	941.086
20246	472.917	476.039	741.686	463.864	673.03	535.535	617.47	917.925
20249	456.852	454.853	741.526	459.557	654.678	525.731	615.516	943.76
20254	494.613	484.592	808.621	459.3	640.364	528.993	588.697	986.198
20257	495.878	480.222	797.333	458.304	667.498	524.716	606.251	943.471
20259	473.514	484.134	762.617	464.328	664.221	525.615	605.321	954.132
20262	502.575	476.05	784.999	465.317	655.322	526.391	606.891	968.316
20543	485.774	325.902	710.579	411.097	341.441	522.607	378.42	878.263
20546	477.079	304.869	755.621	408.271	384.074	541.63	382.444	884.653
20548	453.974	297.916	762.179	428.548	383.131	523.212	376.358	873.261
20551	461.066	284.597	747.368	398.254	366.405	521.76	377.976	862.381
20555	502.647	316.133	749.773	423.948	364.243	543.02	374.174	858.176
20558	474.721	309.709	748.329	400.661	376.172	503.247	379.392	840.051
20560	470.072	291.376	738	399.371	375.559	516.742	381.937	894.396
20574	494.143	322.961	774.113	414.262	357.166	517.097	425.335	874.543
20577	498.185	323.42	759.809	411.707	363.333	522.606	425.588	862.34
20579	488.614	322.277	761.025	392.979	359.974	524.73	428.842	877.543
20592	514.264	319.221	771.135	456.812	356.048	520.672	427.994	892.943
20596	495.501	309.786	754.683	441.808	357.352	520.867	425.843	877.041
20599	498.28	321.998	773.036	441.729	355.115	529.07	425.662	908.847
20601	503.048	330.327	779.781	463.244	374.839	507.816	421.889	902.661
20604	482.513	328.944	759.823	475.434	376.049	522.442	431.329	884.609
20608	511.252	328.041	753.134	457.147	376.182	520.754	429.008	880.532
20615	496.878	338.079	773.648	437.314	373.313	521.606	436.355	899.234
20617	498.055	335.672	779.929	460.19	359.254	525.777	433.077	892.802
20620	474.678	326.352	736.367	436.561	360.595	514.561	430.613	886.891
20624	506.123	332.527	782.699	462.573	381.936	519.592	451.826	847.465
20627	479.755	330.859	740.252	437.985	343.884	517.622	415.081	858.272
20629	472.669	347.185	772.896	446.967	358.131	521.679	428.422	893.385
20632	497.61	332.792	780.765	438.959	359.794	508.718	429.332	881.728
20636	495.848	327.237	778.135	445.315	361.792	521.245	431.241	874.546
20639	503.032	330.986	764.727	444.004	378.073	539.659	425.85	879.309
20641	482.865	329.806	781.507	460.037	359.641	530.272	424.98	848.11
